Strains	Ensifer_adhaerens_AG1206	Ensifer_adhaerens_Casida_A	Ensifer_adhaerens_L18	Ensifer_adhaerens_M78	Ensifer_adhaerens_OV14	Ensifer_adhaerens_SD006	Ensifer_adhaerens_ST2	Ensifer_adhaerens_WJB133_25_10	Ensifer_alkalisoli_YIC4027	Ensifer_aridi_JNVU_TP6	Ensifer_aridi_LEM451	Ensifer_aridi_LEM457	Ensifer_aridi_LMR001	Ensifer_aridi_LMR013	Ensifer_aridi_TW10	Ensifer_glycinis_CCBAU_23380	Ensifer_morelense_Lc04	Ensifer_psoraleae_CCBAU_65732	Ensifer_sesbaniae_CCBAU_65729	Ensifer_shofinae_CCBAU_251167	Ensifer_sojae_CCBAU_05684	Ensifer_sp_1H6	Ensifer_sp_AP48	Ensifer_sp_BR816	Ensifer_sp_LC11	Ensifer_sp_LC13	Ensifer_sp_LC14	Ensifer_sp_LC163	Ensifer_sp_LC384	Ensifer_sp_LC499	Ensifer_sp_LC54	Ensifer_sp_LCM_4579	Ensifer_sp_M14	Ensifer_sp_MMN_5	Ensifer_sp_NM_2	Ensifer_sp_OV372	Ensifer_sp_Root1252	Ensifer_sp_Root127	Ensifer_sp_Root1298	Ensifer_sp_Root1312	Ensifer_sp_Root142	Ensifer_sp_Root231	Ensifer_sp_Root258	Ensifer_sp_Root278	Ensifer_sp_Root31	Ensifer_sp_Root423	Ensifer_sp_Root558	Ensifer_sp_Root74	Ensifer_sp_Root954	Ensifer_sp_T2_8	Ensifer_sp_USDA_6670	Ensifer_sp_WSM1721	Ensifer_sp_YR511	Ensifer_sp_ZNC0028	Sinorhizobium_americanum_CCGM7	Sinorhizobium_americanum_CFNEI_156	Sinorhizobium_americanum_CFNEI_73	Sinorhizobium_americanum_FG01	Sinorhizobium_americanum_NG07B	Sinorhizobium_arboris_LMG_14919	Sinorhizobium_fredii_CCBAU_05557	Sinorhizobium_fredii_CCBAU_25509	Sinorhizobium_fredii_CCBAU_45436	Sinorhizobium_fredii_CCBAU_83622	Sinorhizobium_fredii_CCBAU_83643	Sinorhizobium_fredii_CCBAU_83666	Sinorhizobium_fredii_CCBAU_83753	Sinorhizobium_fredii_GR64	Sinorhizobium_fredii_HH103	Sinorhizobium_fredii_NGR234	Sinorhizobium_fredii_NXT3	Sinorhizobium_fredii_PCH1	Sinorhizobium_fredii_USDA_205	Sinorhizobium_fredii_USDA_257	Sinorhizobium_medicae_DI28	Sinorhizobium_medicae_Str1	Sinorhizobium_medicae_Str10	Sinorhizobium_medicae_Str11	Sinorhizobium_medicae_Str12	Sinorhizobium_medicae_Str13	Sinorhizobium_medicae_Str14	Sinorhizobium_medicae_Str15	Sinorhizobium_medicae_Str16	Sinorhizobium_medicae_Str17	Sinorhizobium_medicae_Str18	Sinorhizobium_medicae_Str3	Sinorhizobium_medicae_Str6	Sinorhizobium_medicae_Str7	Sinorhizobium_medicae_Str8	Sinorhizobium_medicae_Str9	Sinorhizobium_medicae_WSM1115	Sinorhizobium_medicae_WSM1369	Sinorhizobium_medicae_WSM244	Sinorhizobium_medicae_WSM419	Sinorhizobium_meliloti_1021	Sinorhizobium_meliloti_1A42	Sinorhizobium_meliloti_2011	Sinorhizobium_meliloti_4H41	Sinorhizobium_meliloti_5A14	Sinorhizobium_meliloti_A0641M	Sinorhizobium_meliloti_A0643DD	Sinorhizobium_meliloti_AC50a	Sinorhizobium_meliloti_AE608H	Sinorhizobium_meliloti_AK11	Sinorhizobium_meliloti_AK170	Sinorhizobium_meliloti_AK555	Sinorhizobium_meliloti_AK58	Sinorhizobium_meliloti_AK75	Sinorhizobium_meliloti_AK83	Sinorhizobium_meliloti_B399	Sinorhizobium_meliloti_B401	Sinorhizobium_meliloti_BL225C	Sinorhizobium_meliloti_BM806	Sinorhizobium_meliloti_BO21CC	Sinorhizobium_meliloti_C0431A	Sinorhizobium_meliloti_C0438LL	Sinorhizobium_meliloti_CCMM_B554_FSM_MA	Sinorhizobium_meliloti_CCNWSX0020	Sinorhizobium_meliloti_CIAM1775	Sinorhizobium_meliloti_CXM1_105	Sinorhizobium_meliloti_DSM_23914	Sinorhizobium_meliloti_GR4	Sinorhizobium_meliloti_GVPV12	Sinorhizobium_meliloti_H1	Sinorhizobium_meliloti_HM006	Sinorhizobium_meliloti_KH35c	Sinorhizobium_meliloti_KH46	Sinorhizobium_meliloti_L5_30	Sinorhizobium_meliloti_M162	Sinorhizobium_meliloti_M270	Sinorhizobium_meliloti_Mlalz_1	Sinorhizobium_meliloti_MVII_I	Sinorhizobium_meliloti_Rm41	Sinorhizobium_meliloti_RMO17	Sinorhizobium_meliloti_RRl128	Sinorhizobium_meliloti_RU11_011	Sinorhizobium_meliloti_SM11	Sinorhizobium_meliloti_T073	Sinorhizobium_meliloti_USDA1021	Sinorhizobium_meliloti_USDA1106	Sinorhizobium_meliloti_USDA1157	Sinorhizobium_meliloti_WSM1022	Sinorhizobium_meliloti_WSM4191	Sinorhizobium_saheli_LMG_7837	Sinorhizobium_sp_A49	Sinorhizobium_sp_BJ1	Sinorhizobium_sp_CCBAU_05631	Sinorhizobium_sp_FG01	Sinorhizobium_sp_GL2	Sinorhizobium_sp_GL28	Sinorhizobium_sp_GW3	Sinorhizobium_sp_LM21	Sinorhizobium_sp_M4_45	Sinorhizobium_sp_NFACC03	Sinorhizobium_sp_NG07B	Sinorhizobium_sp_PC2	Sinorhizobium_sp_Sb3
Sinorhizobium_fredii_CCBAU_25509	80.06	80.29	80.55	80.80	80.37	80.74	80.18	80.24	84.68	86.48	86.22	86.25	86.23	86.36	86.52	92.10	80.44	84.39	81.44	91.59	86.39	80.44	80.76	90.27	81.10	81.11	81.10	81.05	81.11	81.08	81.13	84.56	80.41	84.45	80.25	80.14	80.19	80.26	80.07	80.09	80.35	80.20	80.16	80.69	80.28	80.10	80.06	80.08	80.06	84.54	84.60	86.28	80.09	80.46	90.41	90.52	90.47	90.72	90.65	84.48	98.07	100	98.21	99.32	98.03	98.46	99.17	96.78	98.30	93.65	90.37	97.78	99.26	92.34	83.61	83.09	83.08	83.47	83.17	83.03	83.44	83.41	83.17	82.93	83.53	83.44	83.54	83.40	83.47	82.83	83.67	83.69	83.61	83.40	84.42	84.07	84.50	84.48	84.34	84.07	84.38	84.62	84.40	84.01	84.53	84.45	84.24	83.91	84.37	84.53	84.63	84.24	84.23	84.49	83.95	84.37	84.49	84.41	84.27	84.48	84.31	84.40	84.37	84.33	84.39	84.40	84.50	84.42	84.63	83.65	84.50	84.30	84.43	84.37	84.36	84.26	84.31	84.48	84.36	84.35	84.29	84.49	83.30	86.13	80.60	91.40	91.30	90.67	80.07	80.64	79.87	80.22	84.69	80.69	90.65	86.53	80.77
Sinorhizobium_fredii_CCBAU_45436	80.10	80.28	80.66	80.89	80.38	80.60	80.26	80.34	84.31	86.40	86.15	86.25	86.45	86.35	86.42	92.35	80.52	84.48	81.22	91.58	86.08	80.54	80.96	90.38	81.07	81.08	81.06	81.18	81.24	81.05	81.24	84.52	80.39	84.47	80.25	80.35	80.26	80.22	80.23	80.25	80.32	80.25	80.26	80.86	80.35	80.22	80.24	80.23	80.21	84.68	84.58	86.33	80.18	80.57	90.49	90.83	90.84	90.89	90.83	84.46	99.82	98.21	100	98.27	97.73	97.78	98.02	96.61	98.69	93.93	90.66	97.43	98.16	92.59	83.71	83.35	83.29	83.44	83.34	83.19	83.35	83.43	83.41	83.16	83.53	83.55	83.55	83.52	83.56	82.89	83.66	83.72	83.65	83.61	84.63	84.28	84.54	84.55	84.43	83.94	84.36	84.50	84.22	84.23	84.55	84.43	84.31	83.93	84.59	84.92	84.74	84.50	84.56	84.59	84.16	84.49	84.52	84.46	84.42	84.63	84.54	84.33	84.42	84.34	84.50	84.63	84.57	84.46	84.58	83.84	84.54	84.33	84.45	84.48	84.38	84.30	84.46	84.38	84.52	84.59	84.33	84.56	83.43	85.99	80.50	91.53	91.13	90.85	80.07	80.73	80.10	80.27	84.71	80.78	90.83	86.32	80.72
Sinorhizobium_fredii_CCBAU_83622	80.12	80.31	80.51	80.90	80.40	80.75	80.34	80.25	84.47	86.37	86.30	86.25	86.35	86.25	86.40	92.11	80.55	84.51	81.30	91.50	86.20	80.55	80.73	90.49	81.19	81.19	81.19	81.24	81.24	81.18	81.27	84.66	80.58	84.37	80.43	80.36	80.27	80.31	80.25	80.27	80.34	80.29	80.27	80.78	80.32	80.22	80.29	80.26	80.26	84.62	84.58	86.25	80.00	80.33	90.44	90.76	90.72	90.81	90.73	84.51	98.28	99.32	98.27	100	98.12	99.11	98.83	96.82	98.14	93.79	90.65	97.86	99.68	92.24	83.61	83.23	83.24	83.44	83.30	83.16	83.39	83.35	83.33	83.03	83.51	83.51	83.45	83.44	83.58	82.93	83.55	83.73	83.53	83.50	84.62	84.11	84.60	84.50	84.26	84.05	84.27	84.66	84.34	84.07	84.71	84.49	84.29	83.78	84.41	84.84	84.59	84.44	84.51	84.52	84.08	84.20	84.53	84.41	84.40	84.45	84.54	84.39	84.34	84.35	84.39	84.47	84.34	84.45	84.54	83.84	84.50	84.34	84.43	84.37	84.41	84.13	84.23	84.34	84.31	84.51	84.20	84.55	83.37	86.04	80.71	91.60	91.17	90.81	80.09	80.71	80.04	80.26	84.60	80.80	90.73	86.59	80.92
Sinorhizobium_fredii_CCBAU_83643	79.98	80.18	80.52	80.88	80.48	80.86	80.18	80.16	84.42	86.31	86.22	86.06	86.21	86.16	86.38	91.76	80.59	84.46	81.11	91.47	85.97	80.55	80.77	90.40	81.11	81.10	81.10	81.28	81.30	81.10	81.32	84.41	80.54	84.40	80.37	80.25	80.37	80.27	79.98	80.00	80.38	80.38	80.33	80.82	80.41	80.10	80.11	79.98	79.95	84.56	84.32	86.19	79.84	80.44	90.24	90.33	90.36	90.57	90.57	84.36	97.64	98.03	97.73	98.12	100	98.22	98.57	96.71	97.69	93.51	90.32	99.41	98.00	91.98	83.59	83.14	83.10	83.28	83.14	83.02	83.17	83.40	83.22	82.99	83.60	83.37	83.50	83.31	83.50	82.81	83.48	83.58	83.63	83.52	84.51	84.05	84.45	84.35	84.28	83.82	84.30	84.52	84.19	84.10	84.58	84.34	84.31	83.98	84.40	84.53	84.60	84.50	84.43	84.35	84.15	84.37	84.45	84.43	84.30	84.57	84.51	84.28	84.32	84.11	84.33	84.37	84.50	84.43	84.64	83.99	84.44	84.16	84.36	84.52	84.32	84.20	84.32	84.31	84.35	84.47	84.29	84.36	83.33	85.96	80.76	91.60	90.99	90.57	79.98	80.72	79.95	80.13	84.51	80.79	90.57	86.31	80.71
Sinorhizobium_fredii_CCBAU_83666	80.02	80.19	80.40	80.81	80.35	80.72	80.36	80.13	84.54	86.37	86.14	86.09	86.32	86.25	86.44	91.65	80.46	84.51	81.30	91.75	85.61	80.38	80.72	90.39	81.09	81.07	81.08	81.07	81.08	81.07	81.13	84.67	80.49	84.33	80.26	80.24	80.04	80.12	79.86	79.87	80.20	80.05	80.02	80.65	80.04	80.03	80.09	79.86	79.87	84.57	84.39	86.23	79.83	80.33	90.28	90.53	90.46	90.70	90.54	84.46	97.79	98.46	97.78	99.11	98.22	100	98.98	96.80	97.47	93.85	90.44	98.28	99.08	91.93	83.56	83.20	83.19	83.36	83.28	83.11	83.28	83.27	83.32	83.01	83.44	83.47	83.40	83.43	83.49	82.80	83.39	83.71	83.52	83.27	84.44	83.93	84.43	84.30	83.89	83.81	84.13	84.62	84.04	84.11	84.66	84.19	84.24	83.66	84.37	84.74	84.53	84.37	84.50	84.36	84.00	83.97	84.38	84.33	84.37	84.38	84.47	84.21	84.29	84.12	84.30	84.33	84.30	84.30	84.44	83.60	84.43	84.18	84.23	84.22	84.36	83.85	84.08	84.22	84.20	84.42	84.17	84.50	83.28	86.00	80.60	91.47	91.46	90.70	80.01	80.62	79.87	80.09	84.57	80.76	90.54	86.22	80.80
Sinorhizobium_fredii_CCBAU_83753	79.94	80.15	80.46	80.76	80.28	80.71	80.11	80.13	84.53	86.40	86.23	86.20	86.33	86.29	86.46	92.30	80.42	84.46	81.15	91.63	86.03	80.41	80.73	90.41	81.15	81.15	81.13	81.09	81.12	81.14	81.14	84.39	80.31	84.34	80.25	80.16	80.25	80.17	79.91	79.93	80.20	80.27	80.24	80.61	80.20	80.01	80.10	79.92	79.93	84.66	84.56	86.29	79.87	80.41	90.33	90.59	90.57	90.70	90.61	84.37	98.19	99.17	98.02	98.83	98.57	98.98	100	96.81	98.23	93.80	90.37	98.35	98.79	92.59	83.58	83.14	83.18	83.42	83.22	83.12	83.32	83.36	83.24	83.01	83.47	83.46	83.48	83.46	83.44	82.89	83.52	83.71	83.50	83.40	84.55	84.18	84.53	84.34	84.35	83.97	84.21	84.53	84.25	83.94	84.48	84.44	84.34	83.74	84.44	84.77	84.55	84.40	84.44	84.54	84.15	84.29	84.44	84.39	84.36	84.42	84.52	84.48	84.33	84.25	84.33	84.45	84.23	84.42	84.36	83.89	84.49	84.23	84.40	84.32	84.37	84.24	84.29	84.37	84.40	84.47	84.24	84.47	83.29	86.03	80.48	91.50	91.07	90.70	80.01	80.59	79.89	80.07	84.56	80.73	90.61	86.27	80.62
Sinorhizobium_fredii_GR64	79.95	80.30	80.44	80.96	80.51	81.05	80.37	80.21	84.21	85.96	86.51	86.34	85.98	86.14	86.05	90.85	80.42	84.38	81.18	90.72	84.62	80.60	80.99	90.59	81.32	81.29	81.28	81.35	81.14	81.27	81.28	84.16	80.44	84.39	80.39	80.23	80.42	80.26	80.16	80.18	80.34	80.38	80.42	80.77	80.30	80.23	80.27	80.16	80.15	84.59	84.39	86.10	80.06	80.54	90.76	91.03	90.95	91.45	91.45	84.23	96.62	96.78	96.61	96.82	96.71	96.80	96.81	100	96.32	93.07	90.83	96.61	97.25	91.49	83.49	83.28	83.20	83.36	83.22	83.15	83.29	83.33	83.31	83.08	83.49	83.55	83.43	83.44	83.41	82.86	83.64	83.73	83.42	83.51	84.48	84.16	84.46	85.26	84.28	84.10	84.30	84.50	84.34	84.13	84.55	84.44	84.29	83.97	84.46	85.01	84.67	84.38	84.45	84.42	84.01	84.21	84.64	84.60	84.46	84.47	84.32	84.36	86.75	84.38	84.49	84.61	84.44	84.24	84.58	84.00	84.49	84.27	84.18	84.48	84.28	84.08	84.36	84.39	84.31	84.51	84.38	84.49	83.28	85.78	80.56	91.08	90.76	91.45	80.10	80.79	80.09	80.31	84.44	80.83	91.50	85.92	80.84
Sinorhizobium_fredii_HH103	80.08	80.25	80.57	80.92	80.35	80.74	80.40	80.35	84.43	86.48	86.06	86.12	86.12	86.19	86.41	92.36	80.47	84.50	81.34	91.59	86.29	80.58	80.90	90.12	81.13	81.08	81.08	81.17	81.03	81.05	81.07	84.35	80.28	84.41	80.22	80.19	80.23	80.35	80.15	80.17	80.28	80.23	80.21	80.87	80.14	80.16	80.19	80.15	80.13	84.71	84.35	86.16	80.06	80.49	90.40	90.66	90.39	90.78	90.68	84.29	98.55	98.30	98.69	98.14	97.69	97.47	98.23	96.32	100	93.51	90.52	97.29	98.16	92.68	83.72	83.16	83.28	83.35	83.16	83.19	83.22	83.36	83.07	82.99	83.46	83.52	83.43	83.28	83.40	82.67	83.68	83.77	83.57	83.42	84.55	84.07	84.53	84.11	84.22	83.91	84.43	84.28	84.29	84.22	84.58	84.61	84.29	83.99	84.60	84.91	84.70	84.51	84.46	84.53	84.18	84.21	84.53	84.24	84.45	84.54	84.56	84.40	84.56	84.33	84.48	84.61	84.49	84.46	84.50	83.71	84.48	84.22	84.32	84.48	84.37	84.15	84.26	84.44	84.40	84.52	84.36	84.60	83.38	85.99	80.41	91.27	91.22	90.61	80.21	80.60	80.08	80.29	84.54	80.73	90.68	86.32	80.76
Sinorhizobium_fredii_NGR234	80.20	80.36	80.70	81.04	80.50	80.94	80.45	80.45	84.52	86.30	86.22	86.21	86.23	86.24	86.40	91.57	80.41	84.34	81.18	90.97	85.35	80.50	81.01	90.46	81.28	81.29	81.23	81.25	81.06	81.26	81.18	84.47	80.48	84.12	80.28	80.37	80.29	80.19	80.33	80.34	80.31	80.30	80.28	80.88	80.34	80.30	80.32	80.33	80.31	84.32	84.26	86.30	80.16	80.60	90.42	90.63	90.59	90.70	90.76	84.40	94.02	93.65	93.93	93.79	93.51	93.85	93.80	93.07	93.51	100	90.63	93.56	93.56	91.11	83.39	83.10	83.11	83.23	83.11	83.02	83.28	83.26	83.14	82.89	83.33	83.41	83.33	83.37	83.28	82.75	83.43	83.59	83.28	83.30	84.23	83.87	84.21	84.25	83.98	83.82	84.09	84.41	84.15	83.94	84.23	84.10	84.19	83.69	84.32	84.57	84.44	84.09	84.21	84.28	83.94	83.99	84.37	84.24	84.15	84.32	84.14	84.08	83.97	83.96	84.35	84.35	84.21	84.10	84.09	83.63	84.14	84.10	84.33	84.28	84.14	83.89	84.33	84.32	84.00	84.14	84.12	84.07	83.18	85.86	80.60	91.02	91.28	90.70	80.16	80.80	80.21	80.30	84.37	80.96	90.76	86.41	80.88
Sinorhizobium_fredii_NXT3	80.25	80.45	80.61	80.79	80.47	80.99	80.58	80.38	84.47	86.32	86.81	86.62	86.18	85.99	86.18	91.09	80.28	84.60	81.37	89.40	84.86	80.63	80.77	91.33	81.04	81.05	81.04	81.46	81.37	81.02	81.37	84.38	80.59	84.29	80.38	80.22	80.44	80.31	80.30	80.33	80.36	80.46	80.45	80.74	80.42	80.27	80.29	80.32	80.27	84.43	84.02	86.11	80.02	80.58	94.88	94.72	94.73	98.86	98.46	84.12	90.53	90.37	90.66	90.65	90.32	90.44	90.37	90.83	90.52	90.63	100	90.18	90.72	90.54	83.57	83.24	83.25	83.33	83.20	83.24	83.30	83.38	83.33	83.13	83.32	83.51	83.41	83.44	83.39	82.97	83.55	83.57	83.40	83.48	84.39	84.05	84.37	84.91	84.32	83.99	84.26	84.32	84.26	84.08	84.60	84.27	84.37	83.97	84.36	84.72	84.58	84.32	84.31	84.42	84.03	84.36	84.45	84.19	84.37	84.36	84.31	84.49	84.99	84.32	84.40	84.47	84.28	84.29	84.41	83.79	84.21	84.31	84.20	84.33	84.22	84.32	84.32	84.32	84.35	84.37	84.27	84.32	83.41	85.75	80.80	90.60	98.30	98.85	80.17	80.81	80.30	80.28	84.35	80.83	98.46	86.50	80.92
Sinorhizobium_fredii_PCH1	80.00	80.10	80.34	80.85	80.34	80.77	80.22	80.15	84.49	86.34	85.96	86.06	86.33	86.15	86.44	91.39	80.51	84.38	81.18	91.53	85.32	80.41	80.74	90.36	80.97	80.98	80.98	81.13	81.00	80.97	81.03	84.32	80.40	84.18	80.38	80.20	80.22	80.18	80.10	80.11	80.26	80.24	80.22	80.74	80.30	80.03	80.08	80.09	80.08	84.46	84.27	86.12	79.90	80.34	90.21	90.26	90.29	90.35	90.39	84.34	97.41	97.78	97.43	97.86	99.41	98.28	98.35	96.61	97.29	93.56	90.18	100	97.91	91.73	83.52	83.17	83.22	83.34	83.23	83.13	83.28	83.36	83.30	83.08	83.46	83.46	83.45	83.43	83.38	82.93	83.58	83.59	83.46	83.46	84.34	84.08	84.31	84.22	84.26	83.92	84.13	84.49	84.25	83.96	84.50	84.19	84.23	83.83	84.27	84.69	84.49	84.29	84.27	84.35	84.05	84.18	84.30	84.33	84.27	84.41	84.31	84.27	84.31	84.17	84.30	84.26	84.28	84.22	84.43	83.86	84.29	84.14	84.26	84.29	84.15	84.18	84.23	84.21	84.14	84.26	84.16	84.29	83.27	85.89	80.63	91.36	91.14	90.35	80.02	80.71	79.90	80.09	84.32	80.76	90.39	86.18	80.93
Sinorhizobium_fredii_USDA_205	80.15	80.33	80.61	80.90	80.51	80.85	80.30	80.30	84.55	86.45	86.46	86.33	86.48	86.46	86.61	92.01	80.57	84.60	81.32	91.43	85.48	80.60	80.82	90.76	81.16	81.19	81.16	81.30	81.32	81.16	81.35	84.61	80.56	84.65	80.41	80.40	80.35	80.26	80.12	80.14	80.40	80.37	80.34	80.83	80.37	80.26	80.32	80.12	80.13	84.78	84.64	86.48	80.03	80.49	90.61	90.83	90.77	91.06	90.96	84.55	98.18	99.26	98.16	99.68	98.00	99.08	98.79	97.25	98.16	93.56	90.72	97.91	100	92.45	83.80	83.43	83.37	83.60	83.48	83.27	83.51	83.55	83.50	83.26	83.66	83.71	83.72	83.65	83.64	83.09	83.82	83.93	83.71	83.70	84.82	84.30	84.81	84.68	84.42	84.36	84.45	84.75	84.62	84.17	84.82	84.72	84.59	83.92	84.62	85.01	84.79	84.66	84.65	84.67	84.45	84.47	84.70	84.65	84.57	84.65	84.68	84.70	84.63	84.49	84.70	84.63	84.45	84.61	84.68	84.15	84.67	84.52	84.57	84.58	84.59	84.53	84.70	84.58	84.52	84.78	84.57	84.69	83.59	86.34	80.72	91.57	90.93	91.06	80.17	80.69	80.11	80.28	84.78	80.86	90.96	86.50	80.78
Sinorhizobium_fredii_USDA_257	80.10	80.22	80.36	80.77	80.53	80.79	80.26	80.18	84.36	86.67	86.55	86.55	86.65	86.52	86.71	92.21	80.42	84.95	81.19	91.54	85.99	80.56	80.65	90.43	81.14	81.17	81.14	81.31	81.33	81.14	81.36	84.42	80.14	84.74	80.16	80.08	80.31	80.09	79.96	79.98	80.30	80.30	80.29	80.66	80.31	80.00	80.01	79.97	79.95	84.93	84.86	86.52	79.94	80.25	90.51	90.60	90.56	90.79	90.78	84.72	92.58	92.34	92.59	92.24	91.98	91.93	92.59	91.49	92.68	91.11	90.54	91.73	92.45	100	83.83	83.28	83.49	83.70	83.38	83.32	83.64	83.57	83.43	83.26	83.72	83.78	83.69	83.69	83.70	83.21	83.79	83.90	83.74	83.77	85.00	84.49	85.00	84.83	84.73	84.41	84.59	84.93	84.66	84.46	84.86	84.78	84.72	84.19	84.87	85.27	85.10	84.87	84.87	84.80	84.51	84.59	84.88	84.63	84.69	84.91	84.86	84.82	84.45	84.68	84.79	84.83	84.83	84.54	84.65	84.20	84.70	84.65	84.89	84.92	84.60	84.65	84.78	84.84	84.85	84.97	84.62	84.73	83.53	85.94	80.41	98.20	91.22	90.78	80.07	80.59	80.04	80.06	85.00	80.63	90.78	86.71	80.62
Sinorhizobium_medicae_DI28	79.29	79.32	79.67	79.83	79.50	79.94	79.54	79.36	82.29	85.36	85.20	85.44	85.41	85.39	85.32	83.97	79.75	83.73	80.26	83.20	82.84	79.60	79.87	83.75	79.89	79.91	79.91	80.33	80.35	79.88	80.35	82.52	79.84	90.83	79.39	79.46	79.51	79.51	79.21	79.22	79.35	79.51	79.52	79.97	79.40	79.40	79.28	79.21	79.20	91.08	90.62	85.57	79.16	79.53	83.65	83.73	83.61	83.69	83.74	89.89	83.79	83.61	83.71	83.61	83.59	83.56	83.58	83.49	83.72	83.39	83.57	83.52	83.80	83.83	100	98.92	99.03	99.20	98.97	98.95	99.02	99.21	99.10	98.76	99.44	99.41	99.22	99.29	99.54	99.20	99.38	99.05	99.52	99.61	91.20	90.81	91.19	90.37	91.15	90.95	91.12	90.29	91.05	90.70	91.09	91.01	91.04	90.55	91.06	91.37	91.16	91.30	91.28	91.19	91.03	91.04	91.30	91.04	91.00	91.15	91.29	91.06	90.69	91.13	91.22	91.22	91.12	91.09	90.91	90.69	90.93	91.14	91.11	91.11	90.95	90.97	91.25	90.76	91.22	91.16	91.23	91.27	99.12	84.72	79.98	83.78	83.91	83.69	79.22	79.78	79.25	79.31	90.57	79.72	83.74	85.17	79.62
Sinorhizobium_medicae_Str1	79.03	79.17	79.44	79.63	79.28	79.67	79.38	79.22	81.94	84.98	84.80	85.06	85.10	85.07	84.95	83.53	79.52	83.43	79.85	82.82	82.27	79.39	79.73	83.30	79.75	79.77	79.78	80.06	80.09	79.74	80.12	82.09	79.49	90.58	79.14	79.27	79.35	79.31	79.10	79.10	79.27	79.36	79.35	79.74	79.08	79.27	79.21	79.10	79.08	90.78	90.26	85.07	78.92	79.32	83.32	83.40	83.42	83.37	83.44	89.54	83.30	83.09	83.35	83.23	83.14	83.20	83.14	83.28	83.16	83.10	83.24	83.17	83.43	83.28	98.92	100	99.41	98.70	99.55	99.45	98.52	98.72	99.66	99.28	99.00	98.89	98.71	98.79	99.05	99.03	98.79	98.50	98.89	99.06	90.86	90.43	90.77	89.92	90.85	90.58	90.86	90.04	90.79	90.31	90.61	90.60	90.69	90.23	90.60	90.98	90.80	90.89	90.95	90.79	90.63	90.63	90.89	90.76	90.71	90.78	90.95	90.79	90.24	90.73	90.85	90.91	90.81	90.67	90.54	90.22	90.48	90.82	90.75	90.77	90.60	90.78	90.88	90.39	90.89	90.85	90.81	90.91	99.30	84.39	79.82	83.44	83.50	83.37	78.95	79.66	79.06	79.12	90.28	79.58	83.44	84.85	79.40
Sinorhizobium_medicae_Str10	79.14	79.20	79.49	79.71	79.25	79.70	79.46	79.30	82.00	85.10	85.01	85.23	85.25	85.20	85.05	83.60	79.61	83.55	79.97	82.91	82.38	79.48	79.77	83.42	79.76	79.77	79.79	80.09	80.13	79.75	80.14	82.07	79.55	90.73	79.14	79.33	79.32	79.32	79.11	79.12	79.23	79.32	79.31	79.79	79.13	79.40	79.23	79.12	79.10	90.79	90.33	85.12	78.98	79.41	83.38	83.40	83.29	83.33	83.40	89.58	83.36	83.08	83.29	83.24	83.10	83.19	83.18	83.20	83.28	83.11	83.25	83.22	83.37	83.49	99.03	99.41	100	98.90	99.49	99.62	98.68	98.85	99.63	99.52	99.10	99.07	98.84	99.00	99.23	99.16	98.86	98.68	99.01	99.20	90.94	90.60	90.93	89.98	90.89	90.68	90.92	90.15	90.91	90.35	90.76	90.70	90.84	90.49	90.78	91.14	90.93	91.07	91.06	90.89	90.79	90.76	91.00	90.81	90.84	90.87	91.03	90.88	90.35	90.85	90.98	91.00	90.83	90.79	90.67	90.31	90.54	90.92	90.73	90.80	90.72	90.80	91.03	90.47	90.91	90.98	90.95	91.01	99.39	84.56	79.74	83.56	83.56	83.33	79.05	79.66	79.09	79.14	90.38	79.57	83.40	84.87	79.45
Sinorhizobium_medicae_Str11	79.21	79.33	79.63	79.72	79.51	79.97	79.56	79.39	82.10	85.17	84.84	85.19	85.21	85.19	85.12	83.72	79.80	83.63	80.12	83.04	82.56	79.65	79.84	83.56	79.84	79.86	79.87	80.28	80.29	79.84	80.32	82.38	79.81	90.75	79.45	79.40	79.53	79.52	79.18	79.19	79.42	79.56	79.55	79.94	79.39	79.42	79.25	79.19	79.17	90.73	90.36	85.15	79.12	79.43	83.38	83.46	83.37	83.44	83.44	89.68	83.58	83.47	83.44	83.44	83.28	83.36	83.42	83.36	83.35	83.23	83.33	83.34	83.60	83.70	99.20	98.70	98.90	100	98.78	98.79	99.33	99.00	98.95	98.58	99.29	99.70	99.02	99.50	99.32	99.34	99.11	98.78	99.25	99.22	91.09	90.68	91.08	90.19	91.08	90.75	90.88	90.13	90.98	90.53	90.83	90.84	90.87	90.46	90.94	91.14	91.00	91.16	91.09	90.94	90.89	90.82	90.97	90.84	90.83	91.02	91.10	90.96	90.47	90.95	91.08	90.96	91.10	90.89	90.88	90.41	90.74	91.02	90.91	91.03	90.72	91.07	91.15	90.67	91.17	91.05	91.11	90.98	98.98	84.47	80.03	83.63	83.62	83.44	79.11	79.73	79.27	79.31	90.43	79.67	83.44	85.01	79.63
